BusinessName,DBAName,Address,City,State,Zip,LICSTATUS,LICENSECAT,DESCRIPT,LicenseAddDtTm,DAYPHN,Property_ID,Location
Shawarma Falafel,,26 Province,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,10/30/13 12:14,16179552894,157832,"(42.357172, -71.059651)"
Shaw's Supermarkets #7602,,53 Huntington,BOSTON,MA,2199,Active,FT,Eating & Drinking w/ Take Out,12/8/08 11:28,12083954913,,"(42.3594, -71.0587)"
Siam Bistro,,151 Pearl,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,7/16/09 14:40,10000000000,291646,"(42.35453, -71.05363)"
SIDE STREET CAFE,,79 Meridian,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16179434483,94642,"(42.37214, -71.03879)"
SIDEWALK CAFE,,764 Fourth,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16174641977,157499,"(42.334979, -71.033538)"
Silvio O. Conte Forum Alumni 1 w/ice cream,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 9:48,16175523307,172185,"(42.336249, -71.166434)"
Silvio O. Conte Forum Alumni 2 w/ice cream,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 9:51,16175523307,172185,"(42.336249, -71.166434)"
Silvio O. Conte Forum Alumni 3 w/ice cream,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 10:06,16175523307,172185,"(42.336249, -71.166434)"
Silvio O. Conte Forum Alumni 4 w/ice cream,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 10:09,16175523307,172185,"(42.336249, -71.166434)"
Silvio O. Conte Forum Alumni 5 w/ice cream,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 10:11,16175523307,172185,"(42.336249, -71.166434)"
Silvio O. Conte Forum Conte 1,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 9:12,16175523307,172185,"(42.336249, -71.166434)"
Silvio O. Conte Forum Conte 2,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 9:30,16175523307,172185,"(42.336249, -71.166434)"
Silvio O. Conte Forum Conte 3,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 9:36,16175523307,172185,"(42.336249, -71.166434)"
Silvio O. Conte Forum Conte 4 w/ice cream,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 9:38,16175523307,172185,"(42.336249, -71.166434)"
Silvio O. Conte Forum Conte 5,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 9:40,16175523307,172185,"(42.336249, -71.166434)"
Silvio O. Conte Forum Conte 6,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 9:42,16175523307,172185,"(42.336249, -71.166434)"
Silvio O. Conte Forum Conte 7,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 9:43,16175523307,172185,"(42.336249, -71.166434)"
Silvio O. Conte Forum Conte 8 w/ice cream,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 9:45,16175523307,172185,"(42.336249, -71.166434)"
Silvio O. Conte Forum East Roof 2A,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 10:14,16175523307,172185,"(42.336249, -71.166434)"
Silvio O. Conte Forum East Roof 2B w/i.c.,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 10:16,16175523307,172185,"(42.336249, -71.166434)"
Silvio O. Conte Forum East Roof 2C,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 10:20,16175523307,172185,"(42.336249, -71.166434)"
Silvio O. Conte Forum East Roof 2D,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 10:22,16175523307,172185,"(42.336249, -71.166434)"
Silvio O. Conte Forum East Roof 3A,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 10:23,16175523307,172185,"(42.336249, -71.166434)"
Silvio O. Conte Forum East Roof 3B,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 10:25,16175523307,172185,"(42.336249, -71.166434)"
Silvio O. Conte Forum East Roof Eagle Cart,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 10:27,16175523307,172185,"(42.336249, -71.166434)"
Silvio O. Conte Forum North End Zone w/i.c.,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 10:35,16175523307,172185,"(42.336249, -71.166434)"
Silvio O. Conte Forum Westside 4thFl.w/i.c.,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 10:31,16175523307,172185,"(42.336249, -71.166434)"
Silvio O. Conte Forum Yawkey 4th Fl.,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 10:29,16175523307,172185,"(42.336249, -71.166434)"
SIMCO'S INC.,,679 Canterbury,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16175242700,25482,"(42.28542, -71.11)"
SIMCO'S RESTAURANT,,1509 Blue Hill,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16172963800,156519,"(42.272368, -71.09389)"
Simmons College-Meyers Cafe,,  Ave Louis Pasteur,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,6/8/07 8:13,16175212894,,"(42.3594, -71.0587)"
SIMMONS COLLEGE-QUADSINE,,40 PILGRIM,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16175211081,,"(42.3594, -71.0587)"
SIP,,0 Post Office,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,4/13/09 9:16,10000000000,157695,"(42.356797, -71.054981)"
Slade's Bar & Grill,,950 Tremont,Mission Hill,MA,2120,Active,FT,Eating & Drinking w/ Take Out,6/5/07 16:09,16177199357,138032,"(42.33728, -71.08355)"
Sleeper St. Cafe,,51 Sleeper,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,11/16/07 12:27,17815728873,128151,"(42.35245, -71.04855)"
Slush King,,211 BENNINGTON,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16175617050,,"(42.3594, -71.0587)"
Smile Thai Noodle,,1 Brighton,ALLSTON,MA,2134,Active,FT,Eating & Drinking w/ Take Out,11/19/07 15:23,16172816657,,"(42.3594, -71.0587)"
Smoothie King,,314 Newbury,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,2/4/11 11:04,10000000000,101543,"(42.348617, -71.085334)"
SODEXO @ UMASS JAZZMAN,,100 WM T MORRISSEY ,DORCHESTER,MA,2125,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16172875036,,"(42.3594, -71.0587)"
Sodexo at BNY Mellon-One Boston Taste(15th fl),,1 Boston,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,11/9/10 9:23,16177227096,154957,"(42.35852, -71.05837)"
Sodexo Operations @ State Street,,2 AVE DE LAFAYETTE,BOSTON,MA,2111,Active,FT,Eating & Drinking w/ Take Out,3/2/07 12:36,10000000000,,"(42.3594, -71.0587)"
SODEXO UMASS-ATRIUM,,100 William T Morrissey,Dorchester,MA,2125,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16172875033,155810,"(42.313144, -71.038947)"
SODEXO Wheelock College Longfellow Cafe 1st Fl.,,150 Riverway,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,1/6/09 14:39,16178792404,,"(42.3594, -71.0587)"
SODEXO/JAZZMAN,,1 LINCOLN,BOSTON,MA,2210,Active,FT,Eating & Drinking w/ Take Out,3/2/07 13:16,10000000000,,"(42.3594, -71.0587)"
SODEXO@EMERSON'S CAFE(1st Fl.),,80 Boylston,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,7/24/13 9:29,10000000000,155859,"(42.352225, -71.064909)"
Sofa Cafe,,217 Newbury,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,11/12/13 13:27,10000000000,101434,"(42.35013, -71.08137)"
Sorelle,,65 Main,Charlestown,MA,2129,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16172422125,88664,"(42.373635, -71.062369)"
Soul Fire,,737 Huntington,Boston,MA,2118,Active,FT,Eating & Drinking w/ Take Out,7/2/12 10:24,16172328000,156156,"(42.334069, -71.105529)"
SOUPER SALAD,,209 Berkeley,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,10000000000,155858,"(42.350717, -71.07254)"
SOUPER SALAD,,364 Brookline,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,10000000000,158379,"(42.339039, -71.106419)"
SOUTH BOSTON CHINESE,,429 BROADWAY,SOUTH BOSTON,MA,2127,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:33,16172691970,,"(42.3594, -71.0587)"
South End Formaggio,,268 SHAWMUT ,BOSTON,MA,2118,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16173506996,,"(42.3594, -71.0587)"
SOUTH END HOUSE OF PIZZA,,768 TREMONT,BOSTON,MA,2118,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16172166302,,"(42.3594, -71.0587)"
South Ocean Chinese Restaurant,,720 Broadway,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,2/19/14 9:58,16172682998,157238,"(42.335786, -71.036369)"
SOUTH OCEAN RESTAURANT,,720 Broadway,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16172682998,157238,"(42.335786, -71.036369)"
Sovereign Bank Coffee Bar,,2 William T Morrissey,Dorchester,MA,2125,Active,FT,Eating & Drinking w/ Take Out,10/12/12 8:18,16175331695,149910,"(42.31943, -71.04927)"
SPEEDY CHEN'S CHINESE RESTAURANT,,289 Main,Charlestown,MA,2129,Active,FT,Eating & Drinking w/ Take Out,7/12/10 10:36,16172423050,88510,"(42.377727, -71.067013)"
SPIKE'S JUNKYARD DOGS,,1076 Boylston,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,17814618605,158326,"(42.346932, -71.08797)"
SPIKE'S JUNKYARD DOGS,,108 Brighton,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16170000000,157936,"(42.352564, -71.130371)"
SPRING ST. CAFE,,314 Spring,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16173276066,157799,"(42.271712, -71.17211)"
Sprinkle's Ice Cream,,100-199 Faneuil Hall Market,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,4/27/07 12:55,16173673322,,"(42.3594, -71.0587)"
SPUKIES PIZZA RESTAURANT,,1159 Washington,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,10004720398,145943,"(42.272239, -71.068856)"
Squeeze Cafe & Juice Bar,,225 Franklin,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,3/9/12 13:45,16173577410,158047,"(42.356135, -71.054068)"
Squeeze Juice Bar,,131 Dartmouth,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,1/31/14 8:38,18572771266,46311,"(42.34682, -71.07543)"
Star Market #7588,,1065 COMMONWEALTH ,ALLSTON,MA,2134,Active,FT,Eating & Drinking w/ Take Out,12/8/08 13:32,12083954913,,"(42.3594, -71.0587)"
Star Markets#7576/538,,33 Kilmarnock,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,12/8/08 11:21,12083954913,157991,"(42.343682, -71.100161)"
Starbucks,,100 LOGAN AIRPORT TRMNL A,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16174386184,,"(42.3594, -71.0587)"
Starbucks,,601 Congress,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,14012410323,42119,"(42.347435, -71.039879)"
Starbucks,,700 COMMONWEALTH ,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,3/13/08 13:14,16173532947,,"(42.3594, -71.0587)"
STARBUCKS COFFEE,,1 Federal,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,4/13/07 14:19,10000000000,57149,"(42.3561, -71.05695)"
Starbucks Coffee,,140 Brookline,Boston,MA,2135,Active,FT,Eating & Drinking w/ Take Out,2/12/07 9:01,16178676545,340900,"(42.344895, -71.100697)"
Starbucks Coffee,,1660 Soldiers Field,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,7/9/07 15:20,10000000000,128308,"(42.35874, -71.15367)"
Starbucks Coffee,,1948 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/23/11 9:23,10000000000,183716,"(42.33631, -71.15017)"
Starbucks Coffee,,273 Huntington,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,10000000000,157756,"(42.342124, -71.086311)"
Starbucks Coffee,,440 William F McClellan,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,7/10/07 10:46,10000000000,149840,"(42.393484, -71.012976)"
Starbucks Coffee # 10599,,125 Summer,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,4/25/07 13:20,12063185936,131981,"(42.353033, -71.057556)"
STARBUCKS COFFEE # 7201,,211 Congress,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,5/22/07 9:49,10000000000,,"(42.3594, -71.0587)"
Starbucks Coffee # 7224,,364 Brookline,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,5/22/07 10:01,10000000000,,"(42.3594, -71.0587)"
Starbucks Coffee # 7234,,147 Massachusetts,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,5/22/07 10:12,10000000000,91973,"(42.34669, -71.0877)"
Starbucks Coffee # 7531,,12 Winter,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,5/22/07 10:50,10000000000,150866,"(42.35557, -71.06107)"
Starbucks Coffee # 7535,,23 School,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,5/22/07 11:03,10000000000,123777,"(42.3577, -71.05896)"
Starbucks Coffee # 7544,,755 Boylston,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,5/22/07 11:22,10000000000,18389,"(42.34938, -71.0811)"
Starbucks Coffee # 7564,,60 Boylston,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,5/22/07 15:23,10000000000,18358,"(42.35199, -71.06439)"
Starbucks Coffee # 7652,,10 Huntington,BOSTON,MA,2116,Active,FT,Eating & Drinking w/ Take Out,5/22/07 13:20,10000000000,,"(42.3594, -71.0587)"
Starbucks Coffee # 7804,,283 Longwood,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,5/22/07 13:31,10000000000,,"(42.3594, -71.0587)"
Starbucks Coffee # 7805,,90 Oliver,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,5/22/07 13:42,10000000000,156963,"(42.35635, -71.051804)"
STARBUCKS COFFEE # 7823,,470 Washington,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,4/13/07 13:42,10000000000,143582,"(42.3487, -71.15954)"
Starbucks Coffee # 801,,1 CHARLES ST,BOSTON,MA,2108,Active,FT,Eating & Drinking w/ Take Out,5/22/07 9:30,10000000000,,"(42.3594, -71.0587)"
Starbucks Coffee # 807,,143 Stuart,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,5/22/07 14:08,10000000000,,"(42.3594, -71.0587)"
Starbucks Coffee # 822,,435 STUART ST,BOSTON,MA,2116,Active,FT,Eating & Drinking w/ Take Out,5/22/07 14:21,10000000000,,"(42.3594, -71.0587)"
Starbucks Coffee # 830,,443 Boylston,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,5/22/07 14:32,17237810000,18328,"(42.351561, -71.073022)"
STARBUCKS COFFEE # 862,,1 FANEUIL HALL MKT PL,BOSTON,MA,2109,Active,FT,Eating & Drinking w/ Take Out,4/13/07 14:30,10000000000,,"(42.3594, -71.0587)"
STARBUCKS COFFEE # 864,,97 Charles,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,4/13/07 14:07,10000000000,29220,"(42.35889, -71.07056)"
Starbucks Coffee # 869,,101 Federal,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,5/22/07 14:50,10000000000,57151,"(42.35492, -71.05659)"
STARBUCKS COFFEE # 870,,165 Newbury,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,4/13/07 14:41,10000000000,101371,"(42.35082, -71.07887)"
Starbucks Coffee # 883,,63 Court,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,4/13/07 14:53,10000000000,43810,"(42.359381, -71.059193)"
Starbucks Coffee #7550,,2 ATLANTIC ,BOSTON,MA,2110,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,10000000000,,"(42.3594, -71.0587)"
Starbucks Coffee #9463,,84 State,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,12063185936,156331,"(42.359133, -71.055738)"
Starbucks Coffee (Rowes Whart),,30 Rowes Wharf,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,9/7/12 9:27,10000000000,,"(42.3594, -71.0587)"
Starbucks Coffee (South Station),,640 Atlantic,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,10/25/13 10:55,10000000000,156474,"(42.350021, -71.055941)"
Starbucks Coffee Co.,,1 Waverly,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,10000000000,155875,"(42.352467, -71.056269)"
STARBUCKS COFFEE CO.,,222 Cambridge,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,4/13/07 13:54,10000000000,155907,"(42.360985, -71.066481)"
Starbucks Coffee Co. #7808,,1804 Centre,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,3/31/07 9:10,10000000000,27724,"(42.287192, -71.152571)"
Starbucks Coffee Co. #872,,350 Newbury,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,3/31/07 9:18,10000000000,101571,"(42.34811, -71.08715)"
Starbucks Coffee Co. #875,,228 Washington,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,3/31/07 9:14,10000000000,144485,"(42.358088, -71.057656)"
Starbucks Coffee Company,,11 Broadway,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,1/12/12 15:10,10000000000,21378,"(42.34248, -71.05686)"
STARBUCKS COFFEE INC.,,627 Tremont,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,4/13/07 15:09,10000000000,137819,"(42.34261, -71.07464)"
STARBUCKS COFFEE KIOSK,,296 State,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,10002270800,130424,"(42.36012, -71.05091)"
Starbucks Coffee(E-FC),,500 LOGAN AIRPORT TRMNL E,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,3/10/07 12:25,16174386338,,"(42.3594, -71.0587)"
Starbucks Coffee(GateB1-3),,200 LOGAN AIRPORT TRMNL B,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,3/10/07 12:13,16174386338,,"(42.3594, -71.0587)"
Starbucks Coffee(GateB7),,200 LOGAN AIRPORT TRMNL B,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,3/10/07 12:23,16174386338,,"(42.3594, -71.0587)"
Starbucks Coffee(GatesC11-21 PierB Trmnl C),,300 Terminal,East Boston/,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2/16/12 9:36,16176346097,341352,"(42.3594, -71.0587)"
Starbucks Coffee/Transportation Bldg.,,1 Charles Street South,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,4/24/13 12:49,10000000000,,"(42.3594, -71.0587)"
Starbucks Store 17551,,524 COMMONWEALTH,Fenway,MA,2215,Active,FT,Eating & Drinking w/ Take Out,5/4/12 13:38,10000000000,0,"(42.3594, -71.0587)"
STASH'S PIZZA,,612 Blue Hill,Dorchester,MA,2121,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16178211543,157613,"(42.303207, -71.084901)"
State Street Express @MBTA State St. Line,,208 Washington,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,3/11/10 13:01,16178186100,144460,"(42.358721, -71.057477)"
STEFANO'S PIZZA,,863 Washington,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,7/17/12 8:26,16172822691,157388,"(42.281561, -71.0713)"
Steve's Greek Cuisine Inc.,,200 Faneuil Hall Market,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,3/20/07 13:00,10000000000,,"(42.3594, -71.0587)"
STEVE'S KITCHEN,,116 HARVARD ,ALLSTON,MA,2134,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16172549457,,"(42.3594, -71.0587)"
Sticky Rice Cafe,,1894 Centre,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,1/31/11 8:50,16177825782,155922,"(42.285385, -71.155841)"
Stop & Shop Supermarket #075,,301 Centre,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,12/8/08 10:01,10000000000,155939,"(42.324073, -71.10315)"
Stop & Shop Supermarkt Co.,,1616 TREMONT,BOSTON,MA,2119,Active,FT,Eating & Drinking w/ Take Out,12/8/08 10:13,10000000000,,"(42.3594, -71.0587)"
Stop & Shop/Dunkin Donuts,,535 Freeport,DORCHESTER,MA,2122,Active,FT,Eating & Drinking w/ Take Out,11/15/07 8:50,16172652766,,"(42.3594, -71.0587)"
Stop & Taste,,235 Dudley,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,2/22/10 9:15,16178394560,49652,"(42.328378, -71.079848)"
Subway,,100 City Hall,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,2/7/14 9:27,18572335787,158266,"(42.359529, -71.05875)"
Subway,,121 High,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,7/9/09 10:42,18578882137,156284,"(42.355037, -71.05402)"
Subway,,13 William C Kelly,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,8/14/13 13:11,16175610061,151119,"(42.374597, -71.038799)"
Subway,,1315 Boylston,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,7/19/13 9:47,16177224067,18085,"(42.34459, -71.09888)"
Subway,,144 Tremont,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,3/10/11 9:34,15088015119,136830,"(42.355314, -71.062825)"
Subway,,153 Milk,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,10/11/12 14:51,17818492995,275464,"(42.35772, -71.05414)"
Subway,,1576 Dorchester,Dorchester,MA,2122,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,17815727104,156882,"(42.297107, -71.060479)"
Subway,,1578 Tremont,ROXBURY,MA,2120,Active,FT,Eating & Drinking w/ Take Out,4/1/07 8:41,10000000000,,"(42.3594, -71.0587)"
Subway,,162 Harvard,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,3/31/07 8:53,16172835353,,"(42.3594, -71.0587)"
Subway,,260 Western,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,12/3/13 11:24,16177835700,148173,"(42.36312, -71.1333)"
Subway,,262 Washington,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,1/8/13 10:25,17742199192,330779,"(42.35774, -71.05784)"
Subway,,340 Longwood,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16172649299,156613,"(42.338284, -71.106989)"
Subway,,393 MASSACHUSETTS ,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,5/6/09 10:36,16174377180,,"(42.3594, -71.0587)"
Subway,,401 Washington,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,9/27/10 9:37,19789140864,143535,"(42.349403, -71.155309)"
Subway,,41 Worcester,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,6/13/13 14:12,15088015119,152332,"(42.33587, -71.0742)"
Subway,,4238 Washington,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,7/30/11 13:53,14016516996,171262,"(42.28585, -71.128341)"
Subway,,560 Washington,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,1/31/13 13:53,16178252212,156004,"(42.292072, -71.071521)"
Subway,,900 Huntington,Mission Hill,MA,2120,Active,FT,Eating & Drinking w/ Take Out,3/17/11 10:22,10000000000,166449,"(42.33193, -71.111789)"
Subway,Aramark,700 Commonwealth,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,7/24/08 11:35,16173582236,41232,"(42.34936, -71.10402)"
Subway & Auntie Anne's,,1120 boylston,BOSTON,MA,,Active,FT,Eating & Drinking w/ Take Out,11/4/09 8:42,16177847320,,"(42.3594, -71.0587)"
Subway (11 W. Broadway),,11 Broadway,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,4/12/13 8:56,10000000000,21378,"(42.34248, -71.05686)"
Subway (138 Cambridge St.),,138 Cambridge,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,4/10/13 8:06,16177224067,157200,"(42.361003, -71.063928)"
Subway (1438 Commonwealth Ave.),,1430 Commonwealth,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,8/3/12 9:03,10000000000,172809,"(42.348186, -71.13989)"
Subway (1868 Centre St.),,1868 Centre,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,11/25/11 9:34,10000000000,27744,"(42.28588, -71.15506)"
Subway (315 Centre St.),,315 Centre,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,11/14/12 10:05,10000000000,27970,"(42.323016, -71.103877)"
Subway (334 Mass. Ave.),,334 Massachusetts,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,10/19/12 12:36,17815709061,156790,"(42.34261, -71.084169)"
Subway (76 Summer St.),,76 Summer,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,8/3/12 8:57,10000000000,315711,"(42.35405, -71.05822)"
SUGAR BOWL,,857 Dorchester,Dorchester,MA,2125,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16172658000,157018,"(42.321461, -71.05696)"
SUISHAYA RESTAURANT,,2 Tyler,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,19173406775,138813,"(42.35121, -71.06037)"
Sullivan's,,2080 WM J DAY ,SOUTH BOSTON,MA,2127,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16176969721,,"(42.3594, -71.0587)"
SULTAN'S KITCHEN,,112 State,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16175709009,130370,"(42.359299, -71.054864)"
Summer Shack,,  SPECTACLE ISLAND,BOSTON,MA,0,Active,FT,Eating & Drinking w/ Take Out,6/22/09 11:18,16175209501,,"(42.3594, -71.0587)"
